2018-10-08 22:18:17,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:18:15,b'RT @Pilotwife0360: Is this real?!? \xf0\x9f\x98\x82 perfect timing to find out if #MeToo is really about women or just another smear weapon for liberals \xf0\x9f\xa4\x94\xe2\x80\xa6'
2018-10-08 22:18:13,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:18:13,b'RT @washingtonpost: Analysis: Trump uses Kavanaugh to embrace another culture war -- the backlash to #MeToo and changing gender norms https\xe2\x80\xa6'
2018-10-08 22:18:12,"b'RT @amarbutala: This is AWFUL!!! A woman has been stripped of her dignity, her livelihood and her confidence. I shudder just reading this.\xe2\x80\xa6'"
2018-10-08 22:18:12,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:18:12,b'RT @TruthBomb1965: @SteveScalise I\xe2\x80\x99m not saying it\xe2\x80\x99s right - because it\xe2\x80\x99s not - but people get awfully pissed off when their government che\xe2\x80\xa6'
2018-10-08 22:18:11,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:18:10,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:18:10,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:18:09,"b'@SenSchumer I am a women and a sexual assault victim, and I support Kavanaugh. \n\nYou weaponized the #MeToo movement\xe2\x80\xa6 https://t.co/PFcQE615aO'"
2018-10-08 22:18:04,"b'RT @writemombritt: I was watching @Fuctupmind \'s video about Alyssa Milano\'s supposed concert ""assault"" from DECADES ago and I couldnt help\xe2\x80\xa6'"
2018-10-08 22:18:03,b'@NBCNews LMFAO Old Bill is gonna get some!! #meToo #RedWave  #MAGA'
2018-10-08 22:18:03,"b'RT @demsrloosers: Patriots , you can attend a #KAG Trump rally for free. But to see the CROOKED CLINTONS it will cost you $745.00   #WalkAw\xe2\x80\xa6'"
2018-10-08 22:17:57,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:56,"b'@marc_lotter You just stated on @MTPDaily that ""sexual assault is a terrible crime in some cases."" Please elaborate\xe2\x80\xa6 https://t.co/Zyw8uDUZ2W'"
2018-10-08 22:17:55,b'RT @Speedcomesfirst: Wondering why #MeToo #feminist prioritise over different high profile #rape allegations!\nWell take a look at this bril\xe2\x80\xa6'
2018-10-08 22:17:55,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:55,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:55,"b""RT @nytpolitics: Senator Heidi Heitkamp said her mother was sexually assaulted as a teenager. Replying to her rival's remark that #MeToo wa\xe2\x80\xa6"""
2018-10-08 22:17:54,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:17:53,"b'RT @Aproudtrumper: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/UG0IjebD\xe2\x80\xa6'"
2018-10-08 22:17:51,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:17:51,"b'RT @SaraFloodman: I am a #MeToo survivor and am utterly stressed, scared, and very angry. I need to connect with other #Resisters!\n\nI will\xe2\x80\xa6'"
2018-10-08 22:17:47,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:46,"b'RT @slone: \xf0\x9f\x9a\xa8 #MeToo choosing to become intolerant, domestic terrorists has consequences\n\nStories abound about men who will now NOT be alone\xe2\x80\xa6'"
2018-10-08 22:17:45,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:17:45,"b'@TwitchyTeam Hello Democratic Party,  supports Female Mutilation see this #metoo'"
2018-10-08 22:17:43,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:17:42,"b'RT @NPRmelissablock: Wow. Heidi Heitkamp talks about the sexual assault of her mom as a teenager, as she responds to challenger Kevin Crame\xe2\x80\xa6'"
2018-10-08 22:17:41,b'RT @LauraLoomer: Bill &amp; Hillary Clinton are going on tour together! \n\nHere is their tour schedule.\n\nWould be a shame if Conservatives creat\xe2\x80\xa6'
2018-10-08 22:17:40,b'@FoxNews Hahahaha! Oh this is RICH! Bill and Hillary speaking at #metoo!! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2018-10-08 22:17:40,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:17:39,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:17:39,"b'RT @MissTeresalam: @SenSchumer, please stop speaking on behalf of women, we can do that ourselves.  You know what\xe2\x80\x99s disgraceful? Trying to\xe2\x80\xa6'"
2018-10-08 22:17:39,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:38,"b'RT @priyaramani: \xe2\x80\x9cIt\xe2\x80\x99s only now, years later, that the current #MeToo movement has summoned up old ghosts and a new generation of women war\xe2\x80\xa6'"
2018-10-08 22:17:38,b'@eoagge @castrobail1 @AsmGarcia Why not treat men and women equally in such matters and force her to resign like a\xe2\x80\xa6 https://t.co/rle4oQLFu5'
2018-10-08 22:17:38,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:17:38,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:35,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:17:35,b'RT @Alyssa_Milano: Less than 1% of rapes lead to felony convictions. At least 89% of victims face emotional and physical consequences. #MeT\xe2\x80\xa6'
2018-10-08 22:17:35,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:17:34,"b'Guess they are running out of money.\nBill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with\xe2\x80\xa6 https://t.co/9aps0cb9CH'"
2018-10-08 22:17:34,"b'RT @KellyannePolls: Congratulations to Associate Justice of the United States Supreme Court Brett Kavanaugh, and to his family. \n\nYour refu\xe2\x80\xa6'"
2018-10-08 22:17:33,"b""RT @SpongeHarris: Sorry, #MeToo\xe2\x81\xa0 \xe2\x81\xa0:\nI don't blindly #BelieveSurvivors. \nI #BelieveEvidenceNotGender.\nI believe in Constitutional Rule of La\xe2\x80\xa6"""
2018-10-08 22:17:33,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:33,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:33,b'RT @Speedcomesfirst: Wondering why #MeToo #feminist prioritise over different high profile #rape allegations!\nWell take a look at this bril\xe2\x80\xa6'
2018-10-08 22:17:30,"b""And my own family posting things that stab at my soul. Because her story is my story, is someone else's story. Whic\xe2\x80\xa6 https://t.co/OA7zRHKU1F"""
2018-10-08 22:17:30,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:29,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:17:29,b'RT @dusty_dez: @SteveScalise @Dimplenut NO PLACE FOR MOB RULE! VIOLENCE! VIGILANTISM! PERJURY! \nCC #MeToo #MAGA #DNC #Schumer #Pelosi #Fein\xe2\x80\xa6'
2018-10-08 22:17:25,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:17:24,"b""@grave_acid @stevebenen @BrettKavanaugh If you truly want to know I'd suggest listening to Tarana's own words...\xe2\x80\xa6 https://t.co/sgsFn3xI7F"""
2018-10-08 22:17:23,"b'Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745\xe2\x80\xa6 https://t.co/98gtAIDO58'"
2018-10-08 22:17:23,"b""1 of the things I like about #MeToo is that just by itself it's really so very simple, &amp; therefore powerful. It's a\xe2\x80\xa6 https://t.co/x5ZOyNytKN"""
2018-10-08 22:17:22,"b'RT @MimZWay: Okay.\nHere is a thread about why #Kavanaugh most likely doesn\xe2\x80\x99t remember what happened with Dr. Ford, and why the #MeToo movem\xe2\x80\xa6'"
2018-10-08 22:17:22,b'RT @SirJadeja: \xf0\x9f\x91\x89Praised AIB\n\xf0\x9f\x91\x89Called Random Person Harasser\n\xf0\x9f\x91\x89Blocked People Who Exposed Her Hypocrisy\n\xf0\x9f\x91\x89Played Victim Card &amp; Ran Away From Tw\xe2\x80\xa6'
2018-10-08 22:17:22,"b'RT @kazweida: After Kevin Cramer characterized #MeToo  as ""victimization,"" I thought it\'d be helpful to look into Kevin\'s backstory.\n\nTurns\xe2\x80\xa6'"
2018-10-08 22:17:22,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:17:22,b'RT @LauraLoomer: OMG The Clintons are going on tour together. \n\nWe need to get a traveling crew of Patriots to show up to all of these even\xe2\x80\xa6'
2018-10-08 22:17:21,b'@waltshaub Walter bill and Hillary will be speaking in detroit. Tickets are $100 each for bill #MeToo'
2018-10-08 22:17:20,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:17:19,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:19,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:18,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:17:16,b'More #MeToo stories from India. https://t.co/WYXb4xREGG'
2018-10-08 22:17:15,b'RT @HilLIARy_Lies: @FrankNeuville @ChristineML1 @doug_wardlow @SD49MNGOP @keithellison Then talk to Minnesotans. \n\nThe multiple domestic ab\xe2\x80\xa6'
2018-10-08 22:17:15,b'RT @SirJadeja: Twitter Feminists Are Really Disappointed Over The Entire #MeTooIndia Campaign.\n\nDisappointed Only Because Their Feminist Ma\xe2\x80\xa6'
2018-10-08 22:17:14,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:13,"b'RT @NEJM: In response to the #MeToo and #TimesUp movements, some men in positions of power say they are afraid to participate in mentoring\xe2\x80\xa6'"
2018-10-08 22:17:12,"b""RT @NeverOnBrand: If a guy says he's nervous about #MeToo, just remind him that we come down pretty hard on murderers too, and ask him why\xe2\x80\xa6"""
2018-10-08 22:17:12,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:11,"b'@JohnCornyn #Kavanaugh showed the America people who he was during his testimony. He was entitled, angry, and venge\xe2\x80\xa6 https://t.co/YXFFRmnF4c'"
2018-10-08 22:17:11,b'@amightygirl Oh My! https://t.co/d9UYCSPiwP via @YouTube #MYHEROJUDYGARLAND! #IS #A #MeToo\xe2\x80\xa6 https://t.co/e4kazqSxU4'
2018-10-08 22:17:11,b'RT @SirJadeja: \xf0\x9f\x91\x89Praised AIB\n\xf0\x9f\x91\x89Called Random Person Harasser\n\xf0\x9f\x91\x89Blocked People Who Exposed Her Hypocrisy\n\xf0\x9f\x91\x89Played Victim Card &amp; Ran Away From Tw\xe2\x80\xa6'
2018-10-08 22:17:10,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:10,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:17:10,"b'RT @Nidhi: Hello people.Some jerk you met on a date or some creep in the office who tried to get too close,doesn\xe2\x80\x99t qualify as sexual harass\xe2\x80\xa6'"
2018-10-08 22:17:09,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:08,"b""RT @avixbarbarian: Here's a list of top most feminist who got exposed in #metoo \nUtsav-AIB\nTanmay-AIB\nSiddharth-wire\nMadhu.M-writer\nKunal.K\xe2\x80\xa6"""
2018-10-08 22:17:08,"b'RT @TalbertSwan: The reason white run media is falsely claiming that #MeToo, founded more than a decade ago by a black woman for black wome\xe2\x80\xa6'"
2018-10-08 22:17:06,"b""@senatemajldr Democracy, freedom of speech and protesting are only intimidating when you're on the wrong side of hi\xe2\x80\xa6 https://t.co/Cbn6eyzdl2"""
2018-10-08 22:17:06,"b'@haaretzcom Meh... they\xe2\x80\x99ll likely pass on the #MeToo nonsense, like the French, who love their men just the way the\xe2\x80\xa6 https://t.co/L2F7dR8CGw'"
2018-10-08 22:17:04,b'RT @LauraLoomer: OMG The Clintons are going on tour together. \n\nWe need to get a traveling crew of Patriots to show up to all of these even\xe2\x80\xa6'
2018-10-08 22:17:04,"b'RT @richaanirudh: For long, a lot of people have enjoyed &amp; encouraged Tanmay Bhat\xe2\x80\x99s sick/abusive jokes,tweets and language as comedy and of\xe2\x80\xa6'"
2018-10-08 22:17:03,"b'RT @because_desi: An Indian director/producer Vinta Nanda claims she was raped by Bollywood\xe2\x80\x99s favourite Babuji, Alok Nath in the 90\xe2\x80\x99s. #Met\xe2\x80\xa6'"
2018-10-08 22:17:03,b'RT @BlogDrive: As I said earlier it was only the tip of Iceberg. \n#NanaPatekar\n#Vikasbahl\n#RajatKapoor\nAnd now #AlokNath joins the list in\xe2\x80\xa6'
2018-10-08 22:17:01,b'RT @ellievan65: After her opponent Kevin Cramer slammed #MeToo as a \xe2\x80\x9cmovement toward victimization\xe2\x80\x9d and suggested the women is his family a\xe2\x80\xa6'
2018-10-08 22:17:01,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:17:01,"b'RT @jmartNYT: NEW: \n\nCramer dismisses #metoo as \xe2\x80\x9cvictimization,\xe2\x80\x9d laments that women should be believed just by making an accusation.  \n\nPra\xe2\x80\xa6'"
2018-10-08 22:16:58,"b'@DonnaMJohnson3 @kwalkergreen @hapawriter @RepAdamSchiff I don\xe2\x80\x99t begrudge her, just believe she needs psychiatric h\xe2\x80\xa6 https://t.co/QGfMukBwFv'"
2018-10-08 22:16:58,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:16:58,"b'RT @kazweida: After Kevin Cramer characterized #MeToo  as ""victimization,"" I thought it\'d be helpful to look into Kevin\'s backstory.\n\nTurns\xe2\x80\xa6'"
2018-10-08 22:16:57,"b""Ben Jacobs: The politics minute: GOP candidate says #MeToo is about 'victimization' https://t.co/L5y2VAbTHC"""
2018-10-08 22:16:57,b'@RealJamesWoods Get your tickets now to the Hillary and Bill #metoo tour!'
2018-10-08 22:16:55,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:53,"b""RT @OpIndia_com: #MeToo: Hotstar cancels All India Bakchod show, 'On Air with AIB' with immediate effect https://t.co/nErJul0sVq"""
2018-10-08 22:16:52,b'RT @Alyssa_Milano: Less than 1% of rapes lead to felony convictions. At least 89% of victims face emotional and physical consequences. #MeT\xe2\x80\xa6'
2018-10-08 22:16:52,b'@iHrithik You have earned a lot respect more from everyone with this statement despite #Super30 is your movie and y\xe2\x80\xa6 https://t.co/oV1k2FjgwK'
2018-10-08 22:16:49,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:48,"b'RT @ramad08: #MeToo \nFahad Shah is my molester too.  @AnooBhu @weeny @a_naari @ManiraChaudhary I have kept quiet for long, but now is the t\xe2\x80\xa6'"
2018-10-08 22:16:48,b'BOOM Trump Campaign Aide Requested Online Manipulation Plans From Israeli Intelligence Firm  \n#MeToo\xe2\x80\xa6 https://t.co/52G7OBv7xf'
2018-10-08 22:16:47,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:16:47,"b'Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745\xe2\x80\xa6 https://t.co/KScc1xOPVA'"
2018-10-08 22:16:46,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:46,"b'Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745\n\nhttps://t.co/4yvtV4o0iY'"
2018-10-08 22:16:45,"b'That\xe2\x80\x99s right. Every single one. Predators love to catch women unawares, it\xe2\x80\x99s a sport to them. #IBelieveHer #metoo https://t.co/ASxMHVGiV5'"
2018-10-08 22:16:45,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:45,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:44,b'RT @Jonathan_K_Cook: Discomfiting article on the erosion of a hard-fought-for democratic principle - presumption of innocence - that connec\xe2\x80\xa6'
2018-10-08 22:16:44,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:16:44,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:43,"b'RT @KevinF4America: And now for another fun moment from #JimmyKimmel , writer and star of the Man Show, late night tv and voice for the #me\xe2\x80\xa6'"
2018-10-08 22:16:39,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:16:37,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:16:36,"b""RT @OpIndia_com: #MeToo: Hotstar cancels All India Bakchod show, 'On Air with AIB' with immediate effect https://t.co/nErJul0sVq"""
2018-10-08 22:16:36,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:16:36,b'RT @Chinmayi: I cannot stop shaking. \n\nMy Friend will remain anonymous.\n@vairamuthu \n\nWhy people cannot share at the risk of their careers.\xe2\x80\xa6'
2018-10-08 22:16:35,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:16:35,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:35,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:34,"b'@SenSchumer Kavanaugh was not a #Metoo moment, not =to Weinstein moment.  The cause has been diminished. Specifical\xe2\x80\xa6 https://t.co/FN4lJ1I7gG'"
2018-10-08 22:16:33,b'RT @carrieksada: VJ is promising that she and the 44 Cabal will continue to weaponize the #MeToo movement to hurt men who\xe2\x80\x99s politics they d\xe2\x80\xa6'
2018-10-08 22:16:31,"b'RT @demsrloosers: Patriots , you can attend a #KAG Trump rally for free. But to see the CROOKED CLINTONS it will cost you $745.00   #WalkAw\xe2\x80\xa6'"
2018-10-08 22:16:29,"b'RT @ConservaMomUSA: For any interested laymen, @TomArnold just illustrated the textbook example of a manic episode  while divulging his #Me\xe2\x80\xa6'"
2018-10-08 22:16:28,"b'RT @kylegriffin1: Heitkamp rips Kevin Cramer over #MeToo, says her mom was sexually assaulted.\n\nWith tears in her eyes, Heitkamp said: ""And\xe2\x80\xa6'"
2018-10-08 22:16:27,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:25,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:24,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:22,b'SOMEONE MAKE THIS REAL. (TW for mentions of assault/#metoo at the end.) https://t.co/Ghu8RpkR1V'
2018-10-08 22:16:20,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:19,b'RT @LauraLoomer: OMG The Clintons are going on tour together. \n\nWe need to get a traveling crew of Patriots to show up to all of these even\xe2\x80\xa6'
2018-10-08 22:16:19,b'#muterkelly #metoo #Masaktach #WhyIDidntReport shocking stories .'
2018-10-08 22:16:18,"b'RT @RoshanKrRai: Sexual predators can be anywhere , your home , your office or within your idols .\n\nSpeak up India , Enough now. \nThe natio\xe2\x80\xa6'"
2018-10-08 22:16:17,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:16:16,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:15,b'RT @Naa_Cheese: EVERY newspaper should devote a section of their space &amp; publish at least one #MeToo story. Everyday. \n\nMuch more deserving\xe2\x80\xa6'
2018-10-08 22:16:15,"b""@TIMESUPNOW Yes, yes, yes!! Don't miss this #girlpower song &amp; video  by #trilingual  #latinx #teen!!\xe2\x80\xa6 https://t.co/8zxnnP9rYD"""
2018-10-08 22:16:14,"b'We support the ideas of Triana who spoke in front of the Supreme Court Bldg on 10/6/18 at the open mic there, expre\xe2\x80\xa6 https://t.co/mMICokXWmN'"
2018-10-08 22:16:12,"b'RT @sohinigr: How to NOT sexually harass a female colleague - this is a ready guide, put together by @TaruniKumar, for all office creeps (y\xe2\x80\xa6'"
2018-10-08 22:16:11,b'RT @Lady_Star_Gem: We have all been Dr Ford once or more times\n\nEveryone is at risk of being Dr Ford\n\nSexually assaulted &amp; not believed or\xe2\x80\xa6'
2018-10-08 22:16:11,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:09,b'RT @Defeat_Trump2: GOP Senate nominee calls #MeToo a \xe2\x80\x9cmovement toward vict.. - https://t.co/GXg7YuKyqa via @_feedspot'
2018-10-08 22:16:09,b'RT @instapundit: If there aren\xe2\x80\x99t #MeToo protesters at every stop I\xe2\x80\x99m calling shenanigans. https://t.co/3o0hhf10E5'
2018-10-08 22:16:09,"b'RT @NPRmelissablock: Wow. Heidi Heitkamp talks about the sexual assault of her mom as a teenager, as she responds to challenger Kevin Crame\xe2\x80\xa6'"
2018-10-08 22:16:08,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:16:07,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:06,b'@SeptemberDresan @SenatorCollins Hugs \xf0\x9f\x92\x94 #metoo'
2018-10-08 22:16:06,b'RT @MANJULtoons: My #cartoon for @mid_day \n#MeeTooIndia #MeToo https://t.co/CTam2prHcX'
2018-10-08 22:16:06,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:16:06,b'RT @LadyRedWave: OMG&gt;&gt;&gt;What morons will attend this?? \nWhat hypocrisy?? What about #MeToo! Maybe they should sit this one out! \n#Hillary an\xe2\x80\xa6'
2018-10-08 22:16:06,b'RT @morethanmySLE: .@foxycuda shared my story of Sexual Assault with @MillenPolitics\n\n#MeToo are #HerToo &amp; #HimToo\n\nWe see &amp; hear you.\n\nIt\xe2\x80\xa6'
2018-10-08 22:16:06,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:16:06,b'@thepowrhouse Why is everyone mentioning flirting as part of #MeToo ?? I\xe2\x80\x99m baffled that people don\xe2\x80\x99t understand the\xe2\x80\xa6 https://t.co/4ZjZ2EqRus'
2018-10-08 22:16:05,"b""RT @kazweida: (7) I'm sure there are plenty more comments we could dig up pointing out Cramer's misogyny. It seems to be a well that'll nev\xe2\x80\xa6"""
